,var,mean_of_mag
0,entrainment,1.0121323385019512
1,w,1.0490596523372926
2,w*,2.084647837288538
3,w_s,1.076011627438451
4,pressure_vel,0.10602475056855346
5,pressure_tendency,0.13839001267079235
6,p_error,0.11136273608219369
7,adv,0.02999312658101088
