,var,mean_of_mag
0,entrainment,0.2898942467519001
1,w,0.13473753531730412
2,w*,1.267726919722675
3,w_s,1.1331521113821763
4,pressure_vel,0.29979222287501145
5,pressure_tendency,0.4303935985796188
6,p_error,0.15753363003365112
7,adv,0.02836976223873763
